Source,Target,Type,Weight,book
Milton,Jarre,Undirected,2,7
Jarre,Jan,Undirected,1,7
Jan,Jarre,Undirected,1,7
Jarre,Sir,Undirected,1,7
Sir,Jarre,Undirected,1,7
Jarre,Two,Undirected,3,7
Two,Jarre,Undirected,2,7
Jarre,Geralt,Undirected,1,7
Jarre,Nenneke,Undirected,3,7
Jarre,Ciri,Undirected,4,7
Geralt,Nenneke,Undirected,1,7
Geralt,Triss,Undirected,1,7
Nenneke,Ciri,Undirected,1,7
Nenneke,Triss,Undirected,6,7
Jarre,King,Undirected,1,7
Adam,Julia,Undirected,5,7
Jarre,Dennis,Undirected,4,7
Dennis,Jarre,Undirected,5,7
Dennis,Nenneke,Undirected,3,7
Nenneke,Dennis,Undirected,1,7
Nenneke,Jarre,Undirected,3,7
Sheldon,Jarre,Undirected,1,7
Jarre,Sheldon,Undirected,1,7
Sheldon,Zoltan,Undirected,1,7
Sheldon,Menno,Undirected,1,7
Zoltan,Menno,Undirected,1,7
Zoltan,Jarre,Undirected,3,7
Menno,Jarre,Undirected,1,7
Zoltan,Dennis,Undirected,2,7
Zoltan,Vissegerd,Undirected,1,7
Zoltan,Julia,Undirected,1,7
Dennis,Vissegerd,Undirected,1,7
Dennis,Julia,Undirected,1,7
Vissegerd,Julia,Undirected,1,7
Vissegerd,Dennis,Undirected,1,7
Julia,Dennis,Undirected,1,7
Julia,Yarpen,Undirected,1,7
Dennis,Yarpen,Undirected,1,7
Dennis,Emhyr,Undirected,1,7
Yarpen,Emhyr,Undirected,1,7
Emhyr,Zoltan,Undirected,1,7
Dennis,Zoltan,Undirected,1,7
Jarre,Zoltan,Undirected,1,7
Dennis,Ciri,Undirected,1,7
Ciri,Nenneke,Undirected,1,7
Kelpie,Ihuarraquax,Undirected,1,7
Kelpie,Two,Undirected,1,7
Two,Kelpie,Undirected,1,7
Two,Ciri,Undirected,3,7
King,Nimue,Undirected,1,7
Fabio,Yennefer,Undirected,1,7
Ciri,Geralt,Undirected,28,7
Geralt,Kelpie,Undirected,3,7
King,Geralt,Undirected,3,7
Nimue,Ithlinne,Undirected,1,7
Ithlinne,Nimue,Undirected,2,7
Nimue,Jan,Undirected,1,7
Ciri,Jarre,Undirected,3,7
Jarre,Anna,Undirected,1,7
Puttkammer,Baron,Undirected,1,7
Puttkammer,Field,Undirected,1,7
Field,Puttkammer,Undirected,1,7
Puttkammer,Seven,Undirected,1,7
Julia,Adam,Undirected,1,7
Bronibor,Adam,Undirected,1,7
Bronibor,Barclay,Undirected,1,7
Adam,Barclay,Undirected,1,7
Jarre,Field,Undirected,2,7
Jarre,Menno,Undirected,1,7
Field,Menno,Undirected,3,7
Menno,Field,Undirected,2,7
Field,Ramon,Undirected,1,7
Iola,Marti,Undirected,3,7
Marti,Iola,Undirected,6,7
King,Sword,Undirected,1,7
King,Assire,Undirected,1,7
King,Philippa,Undirected,3,7
Iola,Shani,Undirected,3,7
Shani,Marti,Undirected,1,7
Adam,Jarre,Undirected,1,7
Aubry,Julia,Undirected,1,7
Barclay,Aubry,Undirected,3,7
Aubry,Foltest,Undirected,2,7
Foltest,Aubry,Undirected,1,7
Aubry,Barclay,Undirected,2,7
Two,Barclay,Undirected,1,7
Julia,Aubry,Undirected,1,7
Julia,Marti,Undirected,1,7
Marti,Shani,Undirected,3,7
Shani,Iola,Undirected,4,7
Menno,Isengrim,Undirected,2,7
Isengrim,Menno,Undirected,1,7
Menno,Iola,Undirected,1,7
Triss,Nenneke,Undirected,7,7
Jarre,Triss,Undirected,1,7
Count,Gar,Undirected,1,7
Marti,Daniel,Undirected,1,7
Marti,Count,Undirected,1,7
Daniel,Count,Undirected,1,7
Count,Shani,Undirected,1,7
Adam,Foltest,Undirected,1,7
Adam,Bronibor,Undirected,1,7
Julia,Foltest,Undirected,1,7
Julia,Bronibor,Undirected,1,7
Foltest,Bronibor,Undirected,1,7
Iola,Yaevinn,Undirected,1,7
Kobus,Count,Undirected,1,7
Puttkammer,Menno,Undirected,1,7
Menno,Puttkammer,Undirected,1,7
Sir,Seven,Undirected,1,7
Elan,Seven,Undirected,1,7
Jarre,Bronibor,Undirected,4,7
Bronibor,Jarre,Undirected,2,7
Bronibor,Seven,Undirected,1,7
Field,Bronibor,Undirected,1,7
Menno,Sievers,Undirected,1,7
Sievers,Seven,Undirected,1,7
Sievers,Field,Undirected,1,7
Zoltan,Munro,Undirected,1,7
Zoltan,Guy,Undirected,1,7
Munro,Guy,Undirected,1,7
Munro,Field,Undirected,1,7
Guy,Field,Undirected,1,7
Jarre,Iola,Undirected,1,7
Iola,Bronibor,Undirected,1,7
Iola,Jarre,Undirected,1,7
King,Meve,Undirected,2,7
King,Ardal,Undirected,1,7
Meve,Ardal,Undirected,1,7
Ciri,Marti,Undirected,1,7
Milo,Marti,Undirected,1,7
Ciri,Stefan,Undirected,1,7
Vilgefortz,Aen,Undirected,2,7
Milva,Maria,Undirected,2,7
Geralt,Maria,Undirected,1,7
Ciri,Emiel,Undirected,2,7
Geralt,Emiel,Undirected,2,7
Emiel,Ciri,Undirected,1,7
Yennefer,Emiel,Undirected,1,7
Vilgefortz,Emiel,Undirected,1,7
Geralt,Vilgefortz,Undirected,22,7
Count,Stefan,Undirected,1,7
Leo,Vilgefortz,Undirected,1,7
Ciri,Cahir,Undirected,6,7
Cahir,Two,Undirected,1,7
Cahir,Aillil,Undirected,1,7
Fringilla,Count,Undirected,1,7
Count,Ciri,Undirected,2,7
Ciri,Leo,Undirected,1,7
Leo,Yennefer,Undirected,1,7
Leo,Ciri,Undirected,1,7
Geralt,Emhyr,Undirected,2,7
Geralt,Pavetta,Undirected,2,7
Emhyr,Vilgefortz,Undirected,2,7
Emhyr,Pavetta,Undirected,2,7
Vilgefortz,Pavetta,Undirected,1,7
Pavetta,Emhyr,Undirected,2,7
Emhyr,Duke,Undirected,1,7
Duke,Emhyr,Undirected,1,7
Emhyr,Xarthisius,Undirected,1,7
Xarthisius,Vilgefortz,Undirected,1,7
Vilgefortz,Braathens,Undirected,1,7
Pavetta,Vilgefortz,Undirected,1,7
Pavetta,Ciri,Undirected,1,7
Emhyr,Calanthe,Undirected,1,7
Geralt,Calanthe,Undirected,1,7
Calanthe,Vilgefortz,Undirected,1,7
Calanthe,Ciri,Undirected,1,7
Emhyr,Ciri,Undirected,3,7
Francesca,Geralt,Undirected,1,7
Francesca,Fringilla,Undirected,1,7
Pavetta,Calanthe,Undirected,1,7
Pavetta,Cyrus,Undirected,1,7
Calanthe,Cyrus,Undirected,1,7
Cyrus,Calanthe,Undirected,1,7
Calanthe,Triss,Undirected,1,7
Triss,Ciri,Undirected,12,7
Shilard,King,Undirected,1,7
Shilard,Foltest,Undirected,2,7
Shilard,Henselt,Undirected,1,7
King,Foltest,Undirected,1,7
King,Henselt,Undirected,2,7
Foltest,Henselt,Undirected,4,7
Henselt,King,Undirected,2,7
Henselt,Meve,Undirected,2,7
Henselt,Demavend,Undirected,4,7
King,Demavend,Undirected,3,7
Meve,Demavend,Undirected,1,7
Meve,Henselt,Undirected,1,7
Demavend,Henselt,Undirected,2,7
Foltest,Demavend,Undirected,1,7
Demavend,Cyrus,Undirected,2,7
Demavend,Shilard,Undirected,3,7
Cyrus,Shilard,Undirected,1,7
Sabrina,Emhyr,Undirected,1,7
Sabrina,Demavend,Undirected,3,7
Sabrina,Shilard,Undirected,1,7
Emhyr,Demavend,Undirected,2,7
Emhyr,Shilard,Undirected,2,7
Demavend,Assire,Undirected,3,7
Shilard,Assire,Undirected,1,7
Assire,Francesca,Undirected,1,7
Sabrina,Francesca,Undirected,3,7
Sabrina,Margarita,Undirected,2,7
Francesca,Sabrina,Undirected,2,7
Francesca,Margarita,Undirected,1,7
Francesca,King,Undirected,2,7
Sabrina,King,Undirected,1,7
Margarita,King,Undirected,1,7
Margarita,Demavend,Undirected,1,7
Francesca,Demavend,Undirected,3,7
King,Sabrina,Undirected,1,7
King,Francesca,Undirected,1,7
Demavend,Sabrina,Undirected,1,7
Demavend,Francesca,Undirected,2,7
Demavend,Philippa,Undirected,2,7
Philippa,Demavend,Undirected,4,7
Philippa,Assire,Undirected,1,7
Riordain,Isengrim,Undirected,1,7
Shilard,Baron,Undirected,4,7
Baron,Ambassador,Undirected,1,7
Ambassador,Shilard,Undirected,1,7
Baron,Shilard,Undirected,2,7
Shilard,Emhyr,Undirected,2,7
Shilard,Demavend,Undirected,1,7
Foltest,Meve,Undirected,2,7
Henselt,Foltest,Undirected,1,7
Meve,Foltest,Undirected,1,7
Meve,Calanthe,Undirected,1,7
Foltest,Calanthe,Undirected,1,7
Philippa,Foltest,Undirected,1,7
Foltest,Philippa,Undirected,1,7
Foltest,Emhyr,Undirected,1,7
Philippa,Emhyr,Undirected,1,7
Emhyr,Margarita,Undirected,1,7
Margarita,Assire,Undirected,1,7
Triss,Vattier,Undirected,1,7
Vattier,Emhyr,Undirected,2,7
Vattier,Count,Undirected,2,7
Vattier,Stefan,Undirected,1,7
Zuleyka,Ciri,Undirected,2,7
Zuleyka,Calanthe,Undirected,1,7
Zuleyka,Shilard,Undirected,1,7
Ciri,Calanthe,Undirected,1,7
Ciri,Shilard,Undirected,1,7
Calanthe,Shilard,Undirected,1,7
Calanthe,Emhyr,Undirected,1,7
Pavetta,Philippa,Undirected,1,7
Demavend,Radovid,Undirected,1,7
Cyrus,Radovid,Undirected,2,7
Philippa,Radovid,Undirected,1,7
Nenneke,Iola,Undirected,1,7
Iola,Milo,Undirected,1,7
Philippa,Sigismund,Undirected,1,7
Lucienne,Jarre,Undirected,8,7
Jarre,Lucienne,Undirected,6,7
Two,Lucienne,Undirected,1,7
Toruviel,Lucienne,Undirected,1,7
Rayla,Barclay,Undirected,2,7
Isengrim,Riordain,Undirected,1,7
Philippa,King,Undirected,2,7
Ciri,Beau,Undirected,1,7
Dandelion,Beau,Undirected,2,7
Beau,Count,Undirected,1,7
Julia,Ciri,Undirected,1,7
Julia,Count,Undirected,3,7
Ciri,Count,Undirected,1,7
Ciri,Julia,Undirected,1,7
Count,Julia,Undirected,1,7
Julia,Anna,Undirected,1,7
Dandelion,Anna,Undirected,1,7
Anna,Beau,Undirected,1,7
Dandelion,Baron,Undirected,1,7
Fringilla,Jan,Undirected,1,7
Jan,Dandelion,Undirected,1,7
Yennefer,Kelpie,Undirected,2,7
Kelpie,Geralt,Undirected,1,7
Kelpie,Dandelion,Undirected,1,7
Yennefer,Triss,Undirected,10,7
Ciri,Margarita,Undirected,2,7
Triss,Margarita,Undirected,2,7
Triss,Yennefer,Undirected,15,7
Margarita,Yennefer,Undirected,2,7
Margarita,Ciri,Undirected,1,7
Yennefer,Philippa,Undirected,2,7
Philippa,Ciri,Undirected,7,7
Ciri,Francesca,Undirected,3,7
Francesca,Yennefer,Undirected,2,7
Francesca,Tissaia,Undirected,2,7
Yennefer,Tissaia,Undirected,8,7
Tissaia,Ciri,Undirected,2,7
Emhyr,Philippa,Undirected,1,7
Philippa,Esterad,Undirected,1,7
Philippa,Zuleyka,Undirected,1,7
Esterad,Zuleyka,Undirected,1,7
Esterad,Ciri,Undirected,1,7
Yennefer,Francesca,Undirected,1,7
Francesca,Ciri,Undirected,2,7
Yennefer,Margarita,Undirected,1,7
Geralt,Margarita,Undirected,2,7
Margarita,Geralt,Undirected,2,7
Ciri,Sabrina,Undirected,2,7
Sabrina,Keira,Undirected,1,7
Sabrina,Geralt,Undirected,1,7
Keira,Geralt,Undirected,1,7
Keira,Yennefer,Undirected,1,7
Geralt,Sabrina,Undirected,2,7
Sabrina,Yennefer,Undirected,3,7
Triss,Geralt,Undirected,1,7
Triss,Tissaia,Undirected,1,7
Geralt,Tissaia,Undirected,1,7
Margarita,Tissaia,Undirected,1,7
Tissaia,Francesca,Undirected,1,7
Ida,Ciri,Undirected,1,7
Assire,Ciri,Undirected,1,7
Yennefer,Sabrina,Undirected,2,7
Dandelion,Meve,Undirected,1,7
Two,Dandelion,Undirected,2,7
Two,Geralt,Undirected,2,7
Yarpen,Zoltan,Undirected,8,7
Zoltan,Yarpen,Undirected,5,7
Zoltan,King,Undirected,1,7
Yarpen,King,Undirected,3,7
King,Zoltan,Undirected,1,7
King,Yarpen,Undirected,1,7
Zoltan,Percival,Undirected,1,7
Percival,Field,Undirected,1,7
Field,Yarpen,Undirected,1,7
Zoltan,Regan,Undirected,1,7
Yarpen,Eudora,Undirected,2,7
Zoltan,Eudora,Undirected,2,7
Eudora,Zoltan,Undirected,1,7
Eudora,Dandelion,Undirected,1,7
Zoltan,Dandelion,Undirected,2,7
Yennefer,King,Undirected,1,7
Yarpen,Geralt,Undirected,2,7
Dandelion,Yarpen,Undirected,3,7
Yarpen,Dandelion,Undirected,1,7
King,Dandelion,Undirected,1,7
Dandelion,Zoltan,Undirected,1,7
Zoltan,Sword,Undirected,1,7
Eskel,Geralt,Undirected,1,7
Eskel,Vesemir,Undirected,3,7
Eskel,Lambert,Undirected,1,7
Geralt,Vesemir,Undirected,1,7
Geralt,Lambert,Undirected,2,7
Vesemir,Lambert,Undirected,2,7
Vesemir,Eskel,Undirected,2,7
Vesemir,Geralt,Undirected,1,7
Lambert,Eskel,Undirected,1,7
Lambert,Vesemir,Undirected,1,7
Geralt,Zoltan,Undirected,1,7
Kelpie,Yennefer,Undirected,5,7
Triss,Kelpie,Undirected,2,7
Tissaia,Yennefer,Undirected,3,7
Triss,Alzur,Undirected,1,7
Yennefer,Alzur,Undirected,1,7
Nimue,Triss,Undirected,3,7
Triss,Nimue,Undirected,1,7
Dandelion,Yennefer,Undirected,2,7
Yennefer,Dandelion,Undirected,1,7
Dandelion,Triss,Undirected,1,7
Kelpie,Triss,Undirected,1,7
Ciri,Milva,Undirected,1,7
Yennefer,Cahir,Undirected,1,7
Yennefer,Milva,Undirected,1,7
Yennefer,Zoltan,Undirected,1,7
Cahir,Zoltan,Undirected,1,7
Cahir,Triss,Undirected,1,7
Milva,Zoltan,Undirected,1,7
Milva,Triss,Undirected,1,7
Milva,Lytta,Undirected,1,7
Zoltan,Triss,Undirected,1,7
Zoltan,Lytta,Undirected,1,7
Zoltan,Ciri,Undirected,1,7
Triss,Lytta,Undirected,1,7
Lytta,Ciri,Undirected,2,7
Lytta,Triss,Undirected,1,7
Triss,Dandelion,Undirected,1,7
Triss,Yarpen,Undirected,1,7
Dandelion,Mistle,Undirected,1,7
